lsoa_code,lsoa_name,borough,imd_score,imd_quintile,n_images,mean_gvi,median_gvi,std_gvi,min_gvi,max_gvi,q25_gvi,q75_gvi,status,data_source,population_density,ptal_score,ptal_category,accessibility_index,road_density_km_per_sqkm,building_density,gvi_z,imd_z,pop_density_z,ptal_z,road_density_z,building_density_z,log_pop_density,log_building_density,pop_density_tertile,pop_density_cat,ptal_cat_simple,building_density_tertile,building_density_cat
E01003994,Southwark 012E,Southwark,35.666,Q5_Most,80,6.152114868164063,0.6561279296875,9.245347534590366,0,40.509033203125,0.042724609375,8.88519287109375,completed,measured,12898.4,6,Excellent,34.7626421422,20.625033380214106,31.75724642,-1.0093852818440658,1.0857872181464459,-0.17064048060484774,1.2907568530145304,0.5469089466054742,0.28336765546544473,9.464936077640157,3.4891242023386546,2,Medium,Good,2,Medium
E01003995,Southwark 014B,Southwark,35.076,Q5_Most,80,25.212326049804688,22.9522705078125,17.279110775179387,0.408935546875,63.238525390625,11.02294921875,38.66119384765625,completed,measured,21401.9,6.5,Excellent,42.2777104948,8.0167058425207,33.66597604,0.8338816929645101,1.028797513158772,1.1490121004745395,1.6130324117221533,-0.903343142669166,0.4832543069743087,9.971281705847439,3.545758688351742,3,High,Good,3,High
E01003997,Southwark 017E,Southwark,30.268,Q4,80,6.4154052734375,0.628662109375,10.034884620649086,0,65.66162109375,0,11.34796142578125,completed,measured,17075.1,5,Very Good,24.477497075,5.6669299284339,26.10424262,-0.9839231028472264,0.5643797138693869,0.47753884971728716,0.6462057355992847,-1.173622243409837,-0.3086281875858548,9.745435104033112,3.299690269875861,3,High,Good,2,Medium
E01003999,Southwark 014E,Southwark,24.487,Q3,80,19.753189086914063,18.3837890625,11.98580949100717,0.103759765625,43.2861328125,9.59930419921875,29.81719970703125,completed,measured,16976.2,5,Very Good,21.2711633891,32.963100359461215,26.32886885,0.3059417462998201,0.005977197710498104,0.4621906236611046,0.6462057355992847,1.9660747606890931,-0.28510480088650675,9.739626546385644,3.3079436104994717,3,High,Good,2,Medium
E01004000,Southwark 026A,Southwark,27.983,Q4,80,6.238784790039063,4.2083740234375,9.41611930549096,0,76.0498046875,1.17950439453125,7.64923095703125,completed,measured,12002.5,3,Moderate,11.0724507413,17.1591748627558,27.26552044,-1.0010036430899627,0.34366534794254716,-0.30967461330185747,-0.6428964992312065,0.14825428435565857,-0.1870164451582848,9.39295355291035,3.341642702835857,2,Medium,Moderate,2,Medium
E01004001,Southwark 026B,Southwark,35.784,Q5_Most,80,38.028106689453125,38.07373046875,29.274912453523147,0,98.394775390625,6.55670166015625,60.75897216796875,completed,measured,9043.5,2,Poor,7.92195850615,15.3770109405072,51.30237398,2.0732648763055948,1.097185159143981,-0.7688798802406364,-1.2874476166464521,-0.056736182773636186,2.330179346522045,9.10991211714169,3.9570417616277083,1,Low,Poor,3,High
E01004002,Southwark 029A,Southwark,17.58,Q2,80,58.37898254394531,66.2139892578125,25.241386183868364,0.958251953125,99.47509765625,43.34716796875,77.215576171875,completed,measured,5051.9,2,Poor,7.10521631793,15.4953896992298,54.89776444,4.041348913440896,-0.6611887215265617,-1.3883336631108052,-1.2874476166464521,-0.043119861207596186,2.706697085014685,8.52771761487245,4.023524387232546,1,Low,Poor,3,High
E01004003,Southwark 023B,Southwark,35.58,Q5_Most,80,14.281768798828123,9.9334716796875,14.184666033338123,0,56.01806640625,2.9998779296875,22.4945068359375,completed,measured,14433.9,4,Good,18.8489933422,15.8563824419789,21.52368227,-0.22318609106857654,1.07748024419909,0.06765275609150068,0.0016546181840391264,-0.001597266095775392,-0.788315232205497,9.577404164466527,3.11456730100625,2,Medium,Moderate,1,Low
E01004004,Southwark 023C,Southwark,31.644,Q4,80,10.804824829101563,6.524658203125,12.956352668938512,0,60.552978515625,1.86614990234375,14.5751953125,completed,measured,13387.8,5,Very Good,20.1570702323,13.968971663068,32.06328671,-0.5594329422488027,0.6972912970270809,-0.09469081597495986,0.6462057355992847,-0.21869357940552314,0.31541691385904663,9.50217381555044,3.4984235039668103,2,Medium,Good,2,Medium
E01004005,Southwark 023D,Southwark,45.149,Q5_Most,80,9.646148681640623,3.582763671875,14.532617259017565,0,60.552978515625,0.43182373046875,9.5367431640625,completed,measured,15143.2,5,Very Good,22.3351335137,7.0991601933219,26.85564986,-0.6714857131630305,2.0017759849229106,0.1777285573215366,0.6462057355992847,-1.0088823183272606,-0.2299390555320873,9.625372899352403,3.3270358133029516,2,Medium,Good,2,Medium
E01004006,Southwark 023E,Southwark,26.449,Q3,80,7.0491790771484375,3.497314453125,10.8768229888515,0,64.300537109375,0.07476806640625,8.4747314453125,completed,measured,12291.9,3,Moderate,14.9628083601,28.0226163305569,26.32028707,-0.9226323694578481,0.19549211497459448,-0.2647628173396802,-0.6428964992312065,1.3978037300130255,-0.28600350505613437,9.416777138923443,3.3076295423340603,2,Medium,Moderate,2,Medium
E01004007,Southwark 018E,Southwark,39.431,Q5_Most,80,17.163543701171875,12.7410888671875,18.61474246024125,0,66.387939453125,2.64739990234375,20.465087890625,completed,measured,18060.1,3,Moderate,11.7230431878,20.513587807376,22.6593468,0.0555033975053492,1.4494588101440615,0.630400352905762,-0.6428964992312065,0.5340901033159349,-0.6693857737004789,9.801515733200318,3.1637582503923007,3,High,Moderate,1,Low
E01004008,Southwark 022B,Southwark,34.841,Q5_Most,80,9.30511474609375,3.6834716796875,11.649579465978825,0,46.685791015625,0.0457763671875,16.680908203125,completed,measured,20776.9,6,Excellent,26.8860703475,17.070528224022798,28.23643982,-0.7044662811479252,1.0060982238840206,1.0520187608879439,1.2907568530145304,0.13805785087585137,-0.0853394859285836,9.941645200836145,3.375415870286628,3,High,Good,2,Medium
E01004010,Southwark 022D,Southwark,32.313,Q4,80,10.954055786132813,1.74560546875,15.84556148879495,0,66.387939453125,0.02288818359375,16.72821044921875,completed,measured,11709.4,6,Excellent,30.156579665,17.6212505700986,24.84452777,-0.545001176929238,0.7619118269198847,-0.35516060983438746,1.2907568530145304,0.2014037808272219,-0.4405484871317338,9.368232614846963,3.252098886861806,2,Medium,Good,1,Low
E01004011,Southwark 019B,Southwark,30.983,Q4,80,18.219223022460938,18.1976318359375,7.960422037537779,2.91748046875,40.1123046875,12.79144287109375,22.74322509765625,completed,measured,18479,3,Moderate,10.5880647268,28.1814808476925,26.17259422,0.15759559419595093,0.6334435088968224,0.6954091688302823,-0.6428964992312065,1.416076859196792,-0.30147024740086764,9.824444345195674,3.302208899925502,3,High,Moderate,2,Medium
E01004012,Southwark 019C,Southwark,27.301,Q3,80,13.331680297851563,11.3677978515625,12.108152725605365,0.140380859375,51.171875,2.11029052734375,20.2239990234375,completed,measured,16685.6,2,Poor,5.7466105589,17.9539874316985,38.40365274,-0.3150668546291793,0.27778911268560835,0.4170926004869207,-1.2874476166464521,0.23967628979173938,0.9793949450048367,9.722361281103922,3.6738585211437176,3,High,Poor,3,High
E01004013,Southwark 019D,Southwark,39.137,Q5_Most,80,16.579971313476563,11.8560791015625,16.662050229641295,0,79.98046875,5.22003173828125,20.220947265625,completed,measured,16099.4,4,Good,17.8823214148,16.530737133852302,26.19549623,-9.324782254025898e-4,1.4210605503705427,0.326120607421861,0.0016546181840391264,0.0759692706140151,-0.2990718950916902,9.686599395384427,3.3030513798126946,2,Medium,Moderate,2,Medium
E01004014,Southwark 019E,Southwark,33.895,Q5_Most,80,18.34754943847656,10.04638671875,20.25016015556972,0,67.49267578125,1.60369873046875,29.0863037109375,completed,measured,23318.7,2,Poor,6.94751665373,19.2090808225087,29.57801956,0.17000573185827567,0.9147215104631059,1.4464790337858782,-1.2874476166464521,0.38404133795658707,0.05515389728864391,10.057053775887685,3.420281435813801,3,High,Poor,2,Medium
E01004015,Southwark 028C,Southwark,22.806,Q3,80,30.975265502929688,28.9886474609375,18.533758544221136,0.201416015625,80.731201171875,16.87164306640625,36.199951171875,completed,measured,3155,2,Poor,9.54117919214,9.8577934765599,7.096517468,1.3912016444873323,-0.15639516514421392,-1.6827123284897068,-1.2874476166464521,-0.691575072731199,-2.299161835528145,8.057060681965766,2.0914340270045133,1,Low,Poor,1,Low
E01004016,Southwark 029B,Southwark,20.176,Q2,80,15.696258544921877,12.1429443359375,14.398292123149384,0,58.941650390625,3.826904296875,21.612548828125,completed,measured,4531.8,2,Poor,7.73316877416,12.0277869494391,40.65505147,-0.0863942050641131,-0.4104340195807955,-1.4690476405811865,-1.2874476166464521,-0.4419751509059512,1.2151667110190352,8.419095129076252,3.729422645052084,1,Low,Poor,3,High
E01004017,Southwark 029C,Southwark,15.612,Q2,80,9.809722900390623,9.66796875,8.705332185041149,0,31.866455078125,0.05950927734375,16.595458984375,completed,measured,4613.4,2,Poor,6.90653862045,13.438946265235002,22.2930992,-0.6556668456552869,-0.8512831951125662,-1.4563841901647607,-1.2874476166464521,-0.27965887700569564,-0.7077400830903852,8.436937127650575,3.148157145030343,1,Low,Poor,1,Low
E01004018,Southwark 032E,Southwark,11.302,Q1_Least,80,16.143951416015625,16.259765625,7.71654128309356,3.03955078125,35.870361328125,9.98382568359375,19.17572021484375,completed,measured,7035.9,2,Poor,6.55495160878,18.7441851345484,50.7216443,-0.04309890910541913,-1.2675978196835418,-1.0804380059271157,-1.2874476166464521,0.3305674778634395,2.269363969660542,8.85892301126447,3.9458763457416786,1,Low,Poor,3,High
E01004019,Southwark 026C,Southwark,24.043,Q3,80,26.097488403320313,24.261474609375,12.217510611672267,2.520751953125,58.953857421875,19.2474365234375,31.81915283203125,completed,measured,15533.6,3,Moderate,12.5378837216,21.1891999827891,28.1565904,0.9194836056626644,-0.036909970110734554,0.2383144769609077,-0.6428964992312065,0.6118012799968257,-0.09370150484497962,9.650825073185388,3.37268097300626,2,Medium,Moderate,2,Medium
E01004020,Southwark 029D,Southwark,28.028,Q4,80,21.61727905273437,16.78466796875,19.61087252436048,0.1953125,64.605712890625,3.8726806640625,32.7362060546875,completed,measured,8917.3,2,Poor,5.29709802675,14.6096400068344,22.67147524,0.4862133833411923,0.34801202035686113,-0.7884647753699618,-1.2874476166464521,-0.1450017593523361,-0.6681156549606514,9.095860624451173,3.1642707468900464,1,Low,Poor,1,Low
E01004021,Southwark 028D,Southwark,14.812,Q2,80,13.6639404296875,12.3443603515625,7.733988631837985,1.373291015625,42.510986328125,8.8531494140625,18.11370849609375,completed,measured,13942,4,Good,15.3332928579,15.710993787452468,25.63420099,-0.28293478000407485,-0.9285573713670396,-0.008684881896733575,0.0016546181840391264,-0.01832035639886566,-0.35785205172354695,9.54273286919502,3.282196141420782,2,Medium,Moderate,2,Medium
E01004023,Southwark 004D,Southwark,28.547,Q4,80,14.455490112304688,12.451171875,10.48769935461301,0.1953125,48.114013671875,5.62591552734375,22.479248046875,completed,measured,14477.6,4,Good,19.5020144748,36.4837284298321,24.66343895,-0.20638592254472726,0.3981436422019509,0.07443453039539556,0.0016546181840391264,2.371029200471071,-0.4595125339386835,9.580426976182531,3.2450673700829213,2,Medium,Moderate,1,Low
E01004024,Southwark 011C,Southwark,31.179,Q4,80,21.978759765625,26.9927978515625,12.449714949396208,0,36.688232421875,10.85052490234375,32.757568359375,completed,measured,16345.5,4,Good,16.5280704788,0.7682556873284,27.89860701,0.5211713097645555,0.6523756820791683,0.364312704817479,0.0016546181840391264,-1.7370841721708334,-0.12071813173213686,9.701769086131442,3.363793393610692,3,High,Moderate,2,Medium
E01004027,Southwark 003E,Southwark,19.542,Q2,80,3.503265380859375,0.030517578125,8.24932982009121,0,41.448974609375,0,1.13372802734375,completed,measured,14288.291558441559,3.96978021978022,Good,22.201133955356156,17.5218198587292,28.742466635636365,-1.2655491162663395,-0.4716738042624654,0.04505587766149613,-0.01782357492466328,0.18996692717074423,-0.032347168582323574,9.567265693658701,3.3925758775939,2,Medium,Moderate,2,Medium
E01004028,Southwark 004E,Southwark,26.416,Q3,80,12.699813842773438,10.0921630859375,12.972266884568183,0,46.8505859375,1.2359619140625,22.021484375,completed,measured,20141.7,4,Good,15.9847824258,20.0764094620002,31.08737651,-0.3761731329403424,0.19230455520409734,0.9534424899992947,0.0016546181840391264,0.4838043848595066,0.21321730423002727,9.910597218856122,3.4684626976507023,3,High,Moderate,2,Medium
E01004029,Southwark 001A,Southwark,12.382,Q1_Least,80,18.155593872070313,13.232421875,17.626481446001016,0,68.1640625,2.35748291015625,32.36236572265625,completed,measured,18498.6,5,Very Good,20.5183131677,22.658428928752297,23.15619481,0.15144217278668867,-1.1632776817400026,0.6984508799597177,0.6462057355992847,0.7807969173750493,-0.6173546824515558,9.825504389211044,3.184540861076159,3,High,Good,1,Low
E01004030,Southwark 007A,Southwark,24.934,Q3,80,8.5097503662109375,3.45458984375,11.654374257884127,0,46.417236328125,0.33416748046875,10.83831787109375,completed,measured,15925.1,5,Very Good,23.0093664393,13.6281564971097,32.70942192,-0.7813840487637034,0.049154143692685386,0.2990711048779513,0.6462057355992847,-0.25789528201119094,0.38308171153158255,9.67571455183824,3.5177773804783428,2,Medium,Good,3,High
E01004031,Southwark 007B,Southwark,25.963,Q3,80,18.072509765625,15.472412109375,14.557246461609296,0,60.2783203125,5.1910400390625,28.66058349609375,completed,measured,6102.8,6,Excellent,25.782223739,10.7394107804826,19.62058245,0.14340730957963038,0.1485480529000018,-1.2252451821963197,1.2907568530145304,-0.5901684957579872,-0.9876123178277771,8.716666807027758,3.0262897250376,1,Low,Good,1,Low
E01004032,Southwark 001B,Southwark,8.261,Q1_Least,80,24.193572998046875,28.717041015625,16.339460714036765,0,50.115966796875,8.45184326171875,37.79449462890625,completed,measured,10966.3,5,Very Good,20.4582140955,29.1008760265636,27.26508584,0.7353605465881565,-1.561336282170859,-0.4704818108692664,0.6462057355992847,1.521828773956358,-0.1870619574916374,9.30267339717772,3.3416273270941623,1,Low,Good,2,Medium
E01004033,Southwark 007C,Southwark,27.067,Q3,80,13.288726806640623,10.4705810546875,11.735802838469718,0,48.040771484375,2.73284912109375,22.8759765625,completed,measured,16698.9,6,Excellent,27.2392529254,20.4591201725097,24.10124383,-0.319220782990588,0.25518641613117504,0.41915661875332394,1.2907568530145304,0.5278250534093119,-0.5183869281189467,9.723158010362965,3.2229173998900107,3,High,Good,1,Low
E01004034,Southwark 007D,Southwark,25.711,Q3,80,25.44624328613281,27.0416259765625,13.326055632235846,2.056884765625,55.6884765625,12.74261474609375,33.62579345703125,completed,measured,12139.6,5,Very Good,20.1443650291,30.4182795081914,12.33021628,0.8565032637568336,0.12420668737984245,-0.28839815433014176,0.6462057355992847,1.673360937594766,-1.7510765962281956,9.404310486785933,2.5900333591152567,2,Medium,Good,1,Low
E01004035,Southwark 011D,Southwark,36.203,Q5_Most,80,24.27398681640625,27.57568359375,12.197036462315449,0.006103515625,43.68896484375,10.91156005859375,32.757568359375,completed,measured,6357.6,4,Good,15.2342835109,11.1780250806052,11.29733502,0.7431371726857133,1.1376575089572618,-1.1857029375136563,0.0016546181840391264,-0.5397176089740844,-1.8592423491480132,8.757563506316767,2.5093825738624607,1,Low,Moderate,1,Low
E01004036,Southwark 007E,Southwark,31.501,Q4,80,11.996002197265623,9.43603515625,13.739074943300784,0,73.297119140625,2.3834228515625,14.86663818359375,completed,measured,21816.3,4,Good,18.2578402491,19.6056975925188,25.29912645,-0.4442370568017866,0.6834785380215941,1.2133225643540355,0.0016546181840391264,0.4296615280752946,-0.3929418450104941,9.990458512042316,3.269535723803197,3,High,Moderate,2,Medium
E01004037,Southwark 010B,Southwark,25.892,Q3,80,14.110870361328123,12.518310546875,9.94044701041344,0,47.869873046875,6.6253662109375,19.03076171875,completed,measured,13654.8,2,Poor,9.1846421605,12.9004303785277,25.42817179,-0.23971326607666701,0.14168996975741716,-0.05325526130356616,-1.2874476166464521,-0.34160077909144404,-0.37942791373644436,9.521919618789994,3.274430554449222,2,Medium,Poor,2,Medium
E01004038,Southwark 010C,Southwark,22.29,Q3,80,13.58917236328125,11.3555908203125,10.861570643163107,0,54.376220703125,5.4931640625,19.0032958984375,completed,measured,11168.5,2,Poor,9.96515319134,22.8779253545165,29.46262842,-0.29016541907011445,-0.20623700882834944,-0.43910252564621083,-1.2874476166464521,0.8060441318926923,0.04306986592730811,9.320942128303978,3.416500634617449,2,Medium,Poor,2,Medium
E01004039,Southwark 013B,Southwark,22.583,Q3,80,12.0257568359375,8.9111328125,10.01507554987116,0,44.281005859375,3.521728515625,19.3939208984375,completed,measured,18025.7,3,Moderate,11.8695817426,36.4155333699863,23.37053126,-0.4413595575816278,-0.1779353417751486,0.6250618394949161,-0.6428964992312065,2.3631851761368434,-0.5949088656958031,9.799609271159452,3.193374667153299,3,High,Moderate,1,Low
E01004040,Southwark 013C,Southwark,39.89,Q5_Most,80,12.81829833984375,9.0362548828125,11.57885215527993,0.140380859375,44.818115234375,3.13720703125,20.2239990234375,completed,measured,17105.3,4,Good,16.4981989854,14.5423552557716,24.81005614,-0.36471478348160824,1.493794868770066,0.4822255678861116,0.0016546181840391264,-0.1527410769195098,-0.4441584372370569,9.74720209569301,3.250764188854077,3,High,Moderate,1,Low
E01004041,Southwark 013D,Southwark,27.397,Q3,80,12.7301025390625,7.2540283203125,12.484791690535074,0,45.013427734375,2.44598388671875,22.21527099609375,completed,measured,21237,3,Moderate,13.6776448469,9.9249347386881,23.28903777,-0.37324398629828354,0.28706201383614516,1.123421377758012,-0.6428964992312065,-0.6838522597421758,-0.6034430554863253,9.963547308963792,3.190025127984871,3,High,Moderate,1,Low
E01004042,Southwark 010D,Southwark,45.391,Q5_Most,80,11.107025146484377,8.154296875,10.630553893072266,0,40.41748046875,0.66070556640625,18.80340576171875,completed,measured,13240.9,3,Moderate,12.448249888,18.0128449801918,25.16160569,-0.5302078796563712,2.0251514232398886,-0.11748813051139327,-0.6428964992312065,0.2464462822762151,-0.40734334218501506,9.49114132372693,3.264292904292504,2,Medium,Moderate,2,Medium
E01004043,Southwark 010E,Southwark,26.395,Q3,80,16.7413330078125,16.8212890625,12.073817176397968,0,78.106689453125,8.48236083984375,21.1151123046875,completed,measured,11356.8,2,Poor,7.91713853095,10.9328600839755,28.83476039,0.014672421391611404,0.19027610807741732,-0.40988037229556135,-1.2874476166464521,-0.567917308539018,-0.022681949725957457,9.33766001154841,3.395674169770352,2,Medium,Poor,2,Medium
E01004044,Southwark 013E,Southwark,31.112,Q4,80,14.921646118164063,13.8458251953125,8.747941207276838,0.103759765625,36.309814453125,7.8216552734375,19.5648193359375,completed,measured,20483.6,2,Poor,9.26941126402,12.8290131135893,25.21658215,-0.16130510142890905,0.6459039698178561,1.0065017264867457,-1.2874476166464521,-0.34981543225440775,-0.401586078093723,9.927428663307534,3.266392117054757,3,High,Poor,2,Medium
E01004045,Southwark 027A,Southwark,27.322,Q3,60,13.260091145833334,8.45947265625,12.348202627959964,0.018310546875,48.5595703125,4.254150390625,18.38531494140625,completed,measured,25432.7,3,Moderate,14.8106693657,18.7392630812589,24.28577746,-0.32199006856486,0.27981755981228834,1.7745493056035795,-0.6428964992312065,0.33000132679817923,-0.49906213271315464,10.143830345276402,3.230242081933474,3,High,Moderate,1,Low
E01004046,Southwark 028E,Southwark,17.334,Q2,79,13.1035527096519,12.4267578125,10.133238801319582,0,51.751708984375,4.8370361328125,17.559814453125,completed,measured,10568.7,4,Good,15.8884317317,10.1929299524304,25.24109897,-0.33712852253851533,-0.6849505307248122,-0.5321850937806749,0.0016546181840391264,-0.6530265520911451,-0.3990186190863832,9.265746696247689,3.2673268446775423,1,Low,Moderate,2,Medium
E01004047,Southwark 027B,Southwark,24.36,Q3,80,26.852035522460938,25.762939453125,13.392022026188428,2.850341796875,61.529541015625,16.32537841796875,35.3912353515625,completed,measured,16235.2,3,Moderate,12.735543184,37.554472599211294,20.30087744,0.9924540346046353,-0.006290077769899444,0.3471953202472367,-0.6428964992312065,2.4941897833539692,-0.9163702277147959,9.69499859618792,3.058748266233112,3,High,Moderate,1,Low
E01004048,Southwark 027C,Southwark,20.516,Q2,80,32.540740966796875,31.1370849609375,18.96865944763669,1.904296875,84.661865234375,18.1304931640625,44.6380615234375,completed,measured,4025.2,3,Moderate,10.0047135604,4.0488233460019,34.28221537,1.5425949944833182,-0.37759249467264433,-1.547666561916498,-0.6428964992312065,-1.3597422854872305,0.5477883378349853,8.300578282064729,3.5633790231013744,1,Low,Moderate,3,High
E01004049,Southwark 027D,Southwark,16.687,Q2,80,23.097076416015625,20.404052734375,15.856190722789217,0,54.937744140625,8.3343505859375,37.39013671875,completed,measured,12523.3,4,Good,17.775848667000002,17.3173570470165,16.27950498,0.6293210112237475,-0.7474460207706174,-0.22885200329113908,0.0016546181840391264,0.16644892932536506,-1.3374978023470612,9.435426036167708,2.8495211159748357,2,Medium,Moderate,1,Low
E01004050,Southwark 024D,Southwark,14.511,Q2,80,16.66839599609375,16.7083740234375,9.075176918563669,0,33.489990234375,9.0545654296875,23.5198974609375,completed,measured,7524.4,3,Moderate,13.5553922483,12.943548695952,17.04153293,0.007618859200658507,-0.9576317801827853,-1.0046280117062325,-0.6428964992312065,-0.33664116571340846,-1.2576964445823797,8.926039244350518,2.8926764849711812,1,Low,Moderate,1,Low
E01004052,Southwark 024E,Southwark,15.763,Q2,80,13.287811279296877,8.6212158203125,11.76454096396168,0,48.5595703125,4.3365478515625,18.66455078125,completed,measured,10115.8,3,Moderate,12.9859573337,11.6258334156858,26.59538183,-0.31930932142813095,-0.8366976943445343,-0.6024703473787059,-0.6428964992312065,-0.4882091934761755,-0.2571949352891733,9.221952687304348,3.317648433722715,1,Low,Moderate,2,Medium
E01004053,Southwark 001C,Southwark,8.683,Q1_Least,80,27.59124755859375,32.5897216796875,17.923460018625846,0,62.237548828125,8.0108642578125,40.692138671875,completed,measured,12496.7,3,Moderate,11.1643548422,22.0855626660135,32.97210832,1.063941444717755,-1.520574154196624,-0.23298003982394438,-0.6428964992312065,0.7149039199153814,0.4105908486784762,9.433299906360316,3.5255398444208628,2,Medium,Moderate,3,High
E01004055,Southwark 001E,Southwark,38.922,Q5_Most,80,46.974639892578125,49.7802734375,17.436147977273873,1.385498046875,72.10693359375,32.67059326171875,60.2691650390625,completed,measured,6759.8,1.5,Very Poor,4.88279441259,8.8949791406675,20.31809223,2.938462487979131,1.4002931155021527,-1.1232857836228902,-1.609723175354075,-0.8023212044474897,-0.914567454449545,8.818896505230272,3.05955611264843,1,Low,Poor,1,Low
E01004056,Southwark 008A,Southwark,19.671,Q2,80,51.50154113769531,53.619384765625,13.95050598234381,13.519287109375,74.456787109375,42.071533203125,62.65106201171875,completed,measured,12357.3,1.5,Very Poor,4.94973242981,31.7336377783664,24.5998437,3.376248170615313,-0.45921334334143177,-0.2546134342853389,-1.609723175354075,1.824657854157496,-0.46617237797377997,9.422083181099051,3.2425862459981283,2,Medium,Poor,1,Low
E01004057,Southwark 008B,Southwark,21.669,Q3,80,42.6715087890625,44.05517578125,16.15373856819573,3.155517578125,73.736572265625,31.378173828125,54.7119140625,completed,measured,9187.9,2,Poor,9.25179280606,13.4819880856357,19.35689581,2.522317075119167,-0.2662210881458843,-0.7464705390625493,-1.2874476166464521,-0.2747080625716889,-1.015226202458133,9.125751512864674,3.0134197149306314,1,Low,Poor,1,Low
E01004058,Southwark 008C,Southwark,8.41,Q1_Least,80,36.97822570800781,36.5570068359375,13.667696552509472,0,68.408203125,28.76129150390625,45.53680419921875,completed,measured,12229.4,1.5,Very Poor,3.90834462217,6.3793143586416,16.27000506,1.9717334230527674,-1.546943966843463,-0.2744621512983398,-1.609723175354075,-1.0916813987429443,-1.3384926562952082,9.4116799346059,2.8489711851521746,2,Medium,Poor,1,Low
E01004059,Southwark 008D,Southwark,17.254,Q2,80,32.731475830078125,32.7239990234375,15.821085574694154,1.0498046875,68.133544921875,22.19696044921875,43.36395263671875,completed,measured,6602.9,4,Good,18.2822092102,9.925195691424,18.74498704,1.5610405023048477,-0.6926779483502594,-1.1476349915927093,0.0016546181840391264,-0.6838222440839286,-1.0793067268983667,8.795415662587395,2.9828996383696964,1,Low,Moderate,1,Low
E01004060,Southwark 008E,Southwark,31.991,Q4,80,12.880859375,10.0860595703125,13.170054498282203,0,73.297119140625,3.64990234375,15.679931640625,completed,measured,20132.9,4,Good,17.0003345491,17.6198858095984,27.82207906,-0.3586646569161466,0.7308089709774589,0.9520768237779156,0.0016546181840391264,0.2012468015005939,-0.12873231850435116,9.910160240554077,3.3611417274559163,3,High,Moderate,2,Medium
E01004062,Southwark 025B,Southwark,29.363,Q4,80,6.775360107421875,0.4791259765625,9.860407569998587,0,36.03515625,0.03662109375,14.57366943359375,completed,measured,13313.3,6,Excellent,25.371278346,9.1819341310473,40.57719295,-0.9491127404864359,0.4769633019815137,-0.10625242205368207,1.2907568530145304,-0.7693146797453069,1.2070131838294502,9.496593924579168,3.7275517705309804,2,Medium,Good,3,High
E01004063,Southwark 025C,Southwark,27.404,Q3,80,6.3201904296875,0.4364013671875,8.641446195713051,0,32.977294921875,0.01068115234375,11.69891357421875,completed,measured,10705.3,5,Very Good,21.2701207515,16.4211995519169,30.63686523,-0.993131100351734,0.28773816287837195,-0.5109862294806288,0.6462057355992847,0.06336989083259714,0.1660387042425802,9.278587632230819,3.4543230618216794,1,Low,Good,2,Medium
E01004064,Southwark 026D,Southwark,30.525,Q4,80,8.9321136474609375,4.4769287109375,10.319254536322108,0,36.895751953125,1.24969482421875,13.4063720703125,completed,measured,11849.8,4,Good,19.2198885729,19.534354448861603,25.00823463,-0.7405383162437084,0.5892040429911363,-0.33337202602965466,0.0016546181840391264,0.4214554005905068,-0.4234047200253006,9.380150654833066,3.2584132044158483,2,Medium,Moderate,2,Medium
E01004065,Southwark 025D,Southwark,19.287,Q2,52,14.728956956129808,14.697265625,10.36893932463105,1.373291015625,51.751708984375,7.659912109375,18.4295654296875,completed,measured,13428.3,4,Good,18.4297221735,30.1374349403504,34.70357791,-0.17993960476134835,-0.49630494794357904,-0.08840564756974846,0.0016546181840391264,1.6410572541716308,0.5919144132672245,9.50519416604421,3.575250905332375,2,Medium,Moderate,3,High
E01004066,Southwark 025E,Southwark,23.913,Q3,80,11.597824096679688,8.5296630859375,12.603603485607138,0,48.10791015625,0.04730224609375,17.791748046875,completed,measured,14663.4,4,Good,19.8456636086,12.8813687952681,29.99924219,-0.4827438989300115,-0.049467023752086385,0.10326871038769864,0.0016546181840391264,-0.34379330628146765,0.0992653210168811,9.593178066834364,3.4339627587024797,2,Medium,Moderate,2,Medium
E01004067,Southwark 022E,Southwark,35.543,Q5_Most,80,5.007476806640625,0.067138671875,12.38782196878589,0,72.96142578125,0,3.95355224609375,completed,measured,9505.8,6,Excellent,32.8170376733,12.2474015709708,39.75077857,-1.120080463382629,1.0739063135473208,-0.6971358468152233,1.2907568530145304,-0.41671434111500627,1.120469127800722,9.159762611007212,3.707474945516624,1,Low,Good,3,High
E01004068,Southwark 026E,Southwark,34.366,Q5_Most,80,3.76953125,1.824951171875,4.683120251026594,0,20.233154296875,0.09613037109375,5.84259033203125,completed,measured,10165.3,3,Moderate,14.7155414775,20.4799837617078,24.69852471,-1.2397991873474843,0.9602166817329268,-0.5947884748834474,-0.6428964992312065,0.5302248533616732,-0.45583827069649424,9.226833607703245,3.24643358597333,1,Low,Moderate,1,Low
E01004071,Southwark 030D,Southwark,18.227,Q2,66,45.63922304095644,46.307373046875,18.8252967678938,0.2197265625,84.661865234375,31.58111572265625,59.50775146484375,completed,measured,12157.6,3,Moderate,10.1808528017,12.0588633752568,34.97192711,2.809317550562691,-0.5986932314807561,-0.28560474615004783,-0.6428964992312065,-0.4384006362580273,0.6200165721382558,9.405792017313061,3.582738831751984,2,Medium,Moderate,3,High
